日期,时间,分区,使用量,year,month,Time,Used,All,使用率
2022-12-23,14:00:21,SH40/IRDC_Share,179/384,2022,12,14,179,384,46.61
2022-12-23,18:00:21,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-23,18:00:21,ABUD/vi_irdc,192/1024,2022,12,18,192,1024,18.75
2022-12-23,18:00:21,SH40/IRDC_Share,211/384,2022,12,18,211,384,54.95
2022-12-23,22:00:21,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-23,22:00:21,ABUD/vi_irdc,256/1024,2022,12,22,256,1024,25.0
2022-12-23,22:00:21,SH40/IRDC_Share,195/384,2022,12,22,195,384,50.78
2022-12-24,14:00:22,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-24,14:00:22,ABUD/vi_irdc,128/1024,2022,12,14,128,1024,12.5
2022-12-24,14:00:22,SH40/IRDC_Share,155/384,2022,12,14,155,384,40.36
2022-12-24,18:00:22,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-24,18:00:22,ABUD/vi_irdc,192/1024,2022,12,18,192,1024,18.75
2022-12-24,18:00:22,SH40/IRDC_Share,155/384,2022,12,18,155,384,40.36
2022-12-24,22:00:20,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-24,22:00:20,ABUD/vi_irdc,128/1024,2022,12,22,128,1024,12.5
2022-12-24,22:00:20,SH40/IRDC_Share,147/384,2022,12,22,147,384,38.28
2022-12-25,14:00:21,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-25,14:00:21,ABUD/vi_irdc,128/1024,2022,12,14,128,1024,12.5
2022-12-25,14:00:21,SH40/IRDC_Share,163/384,2022,12,14,163,384,42.45
2022-12-25,18:00:18,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-25,18:00:18,ABUD/vi_irdc,192/1024,2022,12,18,192,1024,18.75
2022-12-25,18:00:18,SH40/IRDC_Share,163/384,2022,12,18,163,384,42.45
2022-12-25,22:00:17,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-25,22:00:17,ABUD/vi_irdc,192/1024,2022,12,22,192,1024,18.75
2022-12-25,22:00:17,SH40/IRDC_Share,163/384,2022,12,22,163,384,42.45
2022-12-26,14:00:21,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-26,14:00:21,ABUD/vi_irdc,128/1024,2022,12,14,128,1024,12.5
2022-12-26,14:00:21,SH40/IRDC_Share,130/384,2022,12,14,130,384,33.85
2022-12-27,14:00:17,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-27,14:00:17,ABUD/vi_irdc,128/1024,2022,12,14,128,1024,12.5
2022-12-27,14:00:17,SH40/IRDC_Share,146/384,2022,12,14,146,384,38.02
2022-12-27,18:00:26,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-27,18:00:26,ABUD/vi_irdc,192/1024,2022,12,18,192,1024,18.75
2022-12-27,18:00:26,SH40/IRDC_Share,362/384,2022,12,18,362,384,94.27
2022-12-27,22:00:21,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-27,22:00:21,ABUD/vi_irdc,128/1024,2022,12,22,128,1024,12.5
2022-12-27,22:00:21,SH40/IRDC_Share,352/384,2022,12,22,352,384,91.67
2022-12-28,10:00:26,SG2/IRDCSG,256/320,2022,12,10,256,320,80.0
2022-12-28,10:00:26,ABUD/vi_irdc,128/1024,2022,12,10,128,1024,12.5
2022-12-28,10:00:26,SH40/IRDC_Share,248/384,2022,12,10,248,384,64.58
2022-12-28,14:00:21,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-28,14:00:21,ABUD/vi_irdc,64/1024,2022,12,14,64,1024,6.25
2022-12-28,14:00:21,SH40/IRDC_Share,264/384,2022,12,14,264,384,68.75
2022-12-28,18:00:37,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-28,18:00:37,ABUD/vi_irdc,320/1024,2022,12,18,320,1024,31.25
2022-12-28,18:00:37,SH40/IRDC_Share,192/384,2022,12,18,192,384,50.0
2022-12-28,22:00:21,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-28,22:00:21,ABUD/vi_irdc,512/1024,2022,12,22,512,1024,50.0
2022-12-28,22:00:21,SH40/IRDC_Share,176/384,2022,12,22,176,384,45.83
2022-12-29,14:00:23,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-29,14:00:23,ABUD/vi_irdc,320/1024,2022,12,14,320,1024,31.25
2022-12-29,14:00:23,SH40/IRDC_Share,168/384,2022,12,14,168,384,43.75
2022-12-29,18:00:18,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-29,18:00:18,ABUD/vi_irdc,384/1024,2022,12,18,384,1024,37.5
2022-12-29,18:00:18,SH40/IRDC_Share,186/384,2022,12,18,186,384,48.44
2022-12-29,22:00:25,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-29,22:00:25,ABUD/vi_irdc,256/1024,2022,12,22,256,1024,25.0
2022-12-29,22:00:25,SH40/IRDC_Share,169/384,2022,12,22,169,384,44.01
2022-12-30,10:00:19,SG2/IRDCSG,256/320,2022,12,10,256,320,80.0
2022-12-30,10:00:19,ABUD/vi_irdc,192/1024,2022,12,10,192,1024,18.75
2022-12-30,10:00:19,SH40/IRDC_Share,168/384,2022,12,10,168,384,43.75
2022-12-30,14:00:19,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-30,14:00:19,ABUD/vi_irdc,256/1024,2022,12,14,256,1024,25.0
2022-12-30,14:00:19,SH40/IRDC_Share,250/384,2022,12,14,250,384,65.1
2022-12-30,18:00:23,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-30,18:00:23,ABUD/vi_irdc,256/1024,2022,12,18,256,1024,25.0
2022-12-30,18:00:23,SH40/IRDC_Share,258/384,2022,12,18,258,384,67.19
2022-12-30,22:00:20,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-30,22:00:20,ABUD/vi_irdc,640/1024,2022,12,22,640,1024,62.5
2022-12-30,22:00:20,SH40/IRDC_Share,250/384,2022,12,22,250,384,65.1
2022-12-31,10:00:23,SG2/IRDCSG,256/320,2022,12,10,256,320,80.0
2022-12-31,10:00:23,ABUD/vi_irdc,448/1024,2022,12,10,448,1024,43.75
2022-12-31,10:00:23,SH40/IRDC_Share,170/384,2022,12,10,170,384,44.27
2022-12-31,14:00:24,SG2/IRDCSG,256/320,2022,12,14,256,320,80.0
2022-12-31,14:00:24,ABUD/vi_irdc,512/1024,2022,12,14,512,1024,50.0
2022-12-31,14:00:24,SH40/IRDC_Share,170/384,2022,12,14,170,384,44.27
2022-12-31,18:00:18,SG2/IRDCSG,256/320,2022,12,18,256,320,80.0
2022-12-31,18:00:18,ABUD/vi_irdc,448/1024,2022,12,18,448,1024,43.75
2022-12-31,18:00:18,SH40/IRDC_Share,170/384,2022,12,18,170,384,44.27
2022-12-31,22:00:18,SG2/IRDCSG,256/320,2022,12,22,256,320,80.0
2022-12-31,22:00:18,ABUD/vi_irdc,576/1024,2022,12,22,576,1024,56.25
2022-12-31,22:00:18,SH40/IRDC_Share,170/384,2022,12,22,170,384,44.27
2023-01-03,14:00:22,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-03,14:00:22,ABUD/vi_irdc,384/1024,2023,1,14,384,1024,37.5
2023-01-03,14:00:22,SH40/IRDC_Share,323/384,2023,1,14,323,384,84.11
2023-01-03,18:00:20,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-03,18:00:20,ABUD/vi_irdc,384/1024,2023,1,18,384,1024,37.5
2023-01-03,18:00:20,SH40/IRDC_Share,354/384,2023,1,18,354,384,92.19
2023-01-03,22:00:22,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-03,22:00:22,ABUD/vi_irdc,640/1024,2023,1,22,640,1024,62.5
2023-01-03,22:00:22,SH40/IRDC_Share,354/384,2023,1,22,354,384,92.19
2023-01-04,10:00:23,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-04,10:00:23,ABUD/vi_irdc,640/1024,2023,1,10,640,1024,62.5
2023-01-04,10:00:23,SH40/IRDC_Share,290/384,2023,1,10,290,384,75.52
2023-01-04,14:00:22,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-04,14:00:22,ABUD/vi_irdc,640/1024,2023,1,14,640,1024,62.5
2023-01-04,14:00:22,SH40/IRDC_Share,320/384,2023,1,14,320,384,83.33
2023-01-04,18:00:24,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-04,18:00:24,ABUD/vi_irdc,640/1024,2023,1,18,640,1024,62.5
2023-01-04,18:00:24,SH40/IRDC_Share,381/384,2023,1,18,381,384,99.22
2023-01-04,22:00:29,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-04,22:00:29,ABUD/vi_irdc,704/1024,2023,1,22,704,1024,68.75
2023-01-04,22:00:29,SH40/IRDC_Share,379/384,2023,1,22,379,384,98.7
2023-01-05,10:00:24,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-05,10:00:24,ABUD/vi_irdc,576/1024,2023,1,10,576,1024,56.25
2023-01-05,10:00:24,SH40/IRDC_Share,291/384,2023,1,10,291,384,75.78
2023-01-05,14:00:23,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-05,14:00:23,ABUD/vi_irdc,512/1024,2023,1,14,512,1024,50.0
2023-01-05,14:00:23,SH40/IRDC_Share,308/384,2023,1,14,308,384,80.21
2023-01-05,18:00:20,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-05,18:00:20,ABUD/vi_irdc,576/1024,2023,1,18,576,1024,56.25
2023-01-05,18:00:20,SH40/IRDC_Share,340/384,2023,1,18,340,384,88.54
2023-01-05,22:00:19,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-05,22:00:19,ABUD/vi_irdc,576/1024,2023,1,22,576,1024,56.25
2023-01-05,22:00:19,SH40/IRDC_Share,308/384,2023,1,22,308,384,80.21
2023-01-06,10:00:26,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-06,10:00:26,ABUD/vi_irdc,576/1024,2023,1,10,576,1024,56.25
2023-01-06,10:00:26,SH40/IRDC_Share,244/384,2023,1,10,244,384,63.54
2023-01-06,14:00:22,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-06,14:00:22,ABUD/vi_irdc,512/1024,2023,1,14,512,1024,50.0
2023-01-06,14:00:22,SH40/IRDC_Share,306/384,2023,1,14,306,384,79.69
2023-01-06,18:00:34,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-06,18:00:34,ABUD/vi_irdc,576/1024,2023,1,18,576,1024,56.25
2023-01-06,18:00:34,SH40/IRDC_Share,356/384,2023,1,18,356,384,92.71
2023-01-06,22:16:48,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-06,22:16:48,ABUD/vi_irdc,576/1024,2023,1,22,576,1024,56.25
2023-01-06,22:16:48,SH40/IRDC_Share,339/384,2023,1,22,339,384,88.28
2023-01-07,14:33:22,SG2/IRDCSG,64/320,2023,1,14,64,320,20.0
2023-01-07,14:33:22,ABUD/vi_irdc,576/1024,2023,1,14,576,1024,56.25
2023-01-07,14:33:22,SH40/IRDC_Share,131/384,2023,1,14,131,384,34.11
2023-01-07,22:00:27,SG2/IRDCSG,64/320,2023,1,22,64,320,20.0
2023-01-07,22:00:27,ABUD/vi_irdc,512/1024,2023,1,22,512,1024,50.0
2023-01-07,22:00:27,SH40/IRDC_Share,83/384,2023,1,22,83,384,21.61
2023-01-08,10:49:39,SG2/IRDCSG,64/320,2023,1,10,64,320,20.0
2023-01-08,10:49:39,ABUD/vi_irdc,448/1024,2023,1,10,448,1024,43.75
2023-01-08,10:49:39,SH40/IRDC_Share,75/384,2023,1,10,75,384,19.53
2023-01-08,14:00:21,SG2/IRDCSG,64/320,2023,1,14,64,320,20.0
2023-01-08,14:00:21,ABUD/vi_irdc,448/1024,2023,1,14,448,1024,43.75
2023-01-08,14:00:21,SH40/IRDC_Share,75/384,2023,1,14,75,384,19.53
2023-01-08,22:00:23,SG2/IRDCSG,64/320,2023,1,22,64,320,20.0
2023-01-08,22:00:23,ABUD/vi_irdc,384/1024,2023,1,22,384,1024,37.5
2023-01-08,22:00:23,SH40/IRDC_Share,75/384,2023,1,22,75,384,19.53
2023-01-09,14:00:23,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-09,14:00:23,ABUD/vi_irdc,576/1024,2023,1,14,576,1024,56.25
2023-01-09,14:00:23,SH40/IRDC_Share,74/384,2023,1,14,74,384,19.27
2023-01-09,18:00:27,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-09,18:00:27,ABUD/vi_irdc,768/1024,2023,1,18,768,1024,75.0
2023-01-09,18:00:27,SH40/IRDC_Share,155/384,2023,1,18,155,384,40.36
2023-01-09,22:00:21,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-09,22:00:21,ABUD/vi_irdc,768/1024,2023,1,22,768,1024,75.0
2023-01-09,22:00:21,SH40/IRDC_Share,181/384,2023,1,22,181,384,47.14
2023-01-10,10:00:26,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-10,10:00:26,ABUD/vi_irdc,704/1024,2023,1,10,704,1024,68.75
2023-01-10,10:00:26,SH40/IRDC_Share,78/384,2023,1,10,78,384,20.31
2023-01-10,14:00:22,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-10,14:00:22,ABUD/vi_irdc,704/1024,2023,1,14,704,1024,68.75
2023-01-10,14:00:22,SH40/IRDC_Share,64/384,2023,1,14,64,384,16.67
2023-01-10,18:00:23,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-10,18:00:23,ABUD/vi_irdc,896/1024,2023,1,18,896,1024,87.5
2023-01-10,18:00:23,SH40/IRDC_Share,118/384,2023,1,18,118,384,30.73
2023-01-10,22:00:20,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-10,22:00:20,ABUD/vi_irdc,896/1024,2023,1,22,896,1024,87.5
2023-01-10,22:00:20,SH40/IRDC_Share,102/384,2023,1,22,102,384,26.56
2023-01-11,10:00:21,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-11,10:00:21,ABUD/vi_irdc,896/1024,2023,1,10,896,1024,87.5
2023-01-11,10:00:21,SH40/IRDC_Share,118/384,2023,1,10,118,384,30.73
2023-01-11,22:00:20,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-11,22:00:20,ABUD/vi_irdc,832/1024,2023,1,22,832,1024,81.25
2023-01-11,22:00:20,SH40/IRDC_Share,145/384,2023,1,22,145,384,37.76
2023-01-12,14:00:26,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-12,14:00:26,ABUD/vi_irdc,1024/1024,2023,1,14,1024,1024,100.0
2023-01-12,14:00:26,SH40/IRDC_Share,212/384,2023,1,14,212,384,55.21
2023-01-12,18:00:24,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-12,18:00:24,ABUD/vi_irdc,1024/1024,2023,1,18,1024,1024,100.0
2023-01-12,18:00:24,SH40/IRDC_Share,201/384,2023,1,18,201,384,52.34
2023-01-12,22:00:19,SG2/IRDCSG,192/320,2023,1,22,192,320,60.0
2023-01-12,22:00:19,ABUD/vi_irdc,1024/1024,2023,1,22,1024,1024,100.0
2023-01-12,22:00:19,SH40/IRDC_Share,185/384,2023,1,22,185,384,48.18
2023-01-13,14:00:20,SG2/IRDCSG,192/320,2023,1,14,192,320,60.0
2023-01-13,14:00:20,ABUD/vi_irdc,960/1024,2023,1,14,960,1024,93.75
2023-01-13,14:00:20,SH40/IRDC_Share,80/384,2023,1,14,80,384,20.83
2023-01-13,22:00:20,SG2/IRDCSG,192/320,2023,1,22,192,320,60.0
2023-01-13,22:00:20,ABUD/vi_irdc,832/1024,2023,1,22,832,1024,81.25
2023-01-13,22:00:20,SH40/IRDC_Share,312/384,2023,1,22,312,384,81.25
2023-01-14,10:00:20,SG2/IRDCSG,192/320,2023,1,10,192,320,60.0
2023-01-14,10:00:20,ABUD/vi_irdc,384/1024,2023,1,10,384,1024,37.5
2023-01-14,10:00:20,SH40/IRDC_Share,232/384,2023,1,10,232,384,60.42
2023-01-14,14:00:25,SG2/IRDCSG,192/320,2023,1,14,192,320,60.0
2023-01-14,14:00:25,ABUD/vi_irdc,320/1024,2023,1,14,320,1024,31.25
2023-01-14,14:00:25,SH40/IRDC_Share,216/384,2023,1,14,216,384,56.25
2023-01-14,18:00:20,SG2/IRDCSG,192/320,2023,1,18,192,320,60.0
2023-01-14,18:00:20,ABUD/vi_irdc,256/1024,2023,1,18,256,1024,25.0
2023-01-14,18:00:20,SH40/IRDC_Share,216/384,2023,1,18,216,384,56.25
2023-01-14,22:00:19,SG2/IRDCSG,192/320,2023,1,22,192,320,60.0
2023-01-14,22:00:19,ABUD/vi_irdc,256/1024,2023,1,22,256,1024,25.0
2023-01-14,22:00:19,SH40/IRDC_Share,360/384,2023,1,22,360,384,93.75
2023-01-15,10:00:17,SG2/IRDCSG,192/320,2023,1,10,192,320,60.0
2023-01-15,10:00:17,ABUD/vi_irdc,192/1024,2023,1,10,192,1024,18.75
2023-01-15,10:00:17,SH40/IRDC_Share,376/384,2023,1,10,376,384,97.92
2023-01-15,14:00:21,SG2/IRDCSG,192/320,2023,1,14,192,320,60.0
2023-01-15,14:00:21,ABUD/vi_irdc,192/1024,2023,1,14,192,1024,18.75
2023-01-15,14:00:21,SH40/IRDC_Share,336/384,2023,1,14,336,384,87.5
2023-01-15,18:00:19,SG2/IRDCSG,192/320,2023,1,18,192,320,60.0
2023-01-15,18:00:19,ABUD/vi_irdc,192/1024,2023,1,18,192,1024,18.75
2023-01-15,18:00:19,SH40/IRDC_Share,336/384,2023,1,18,336,384,87.5
2023-01-15,22:00:18,SG2/IRDCSG,192/320,2023,1,22,192,320,60.0
2023-01-15,22:00:18,ABUD/vi_irdc,192/1024,2023,1,22,192,1024,18.75
2023-01-15,22:00:18,SH40/IRDC_Share,380/384,2023,1,22,380,384,98.96
2023-01-16,10:00:18,SG2/IRDCSG,128/320,2023,1,10,128,320,40.0
2023-01-16,10:00:18,ABUD/vi_irdc,192/1024,2023,1,10,192,1024,18.75
2023-01-16,10:00:18,SH40/IRDC_Share,216/384,2023,1,10,216,384,56.25
2023-01-16,14:00:23,SG2/IRDCSG,256/320,2023,1,14,256,320,80.0
2023-01-16,14:00:23,ABUD/vi_irdc,192/1024,2023,1,14,192,1024,18.75
2023-01-16,14:00:23,SH40/IRDC_Share,320/384,2023,1,14,320,384,83.33
2023-01-16,18:00:19,SG2/IRDCSG,192/320,2023,1,18,192,320,60.0
2023-01-16,18:00:19,ABUD/vi_irdc,384/1024,2023,1,18,384,1024,37.5
2023-01-16,18:00:19,SH40/IRDC_Share,352/384,2023,1,18,352,384,91.67
2023-01-17,18:00:20,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-17,18:00:20,ABUD/vi_irdc,320/1024,2023,1,18,320,1024,31.25
2023-01-17,18:00:20,SH40/IRDC_Share,354/384,2023,1,18,354,384,92.19
2023-01-17,22:00:19,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-17,22:00:19,ABUD/vi_irdc,320/1024,2023,1,22,320,1024,31.25
2023-01-17,22:00:19,SH40/IRDC_Share,338/384,2023,1,22,338,384,88.02
2023-01-18,14:00:19,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-18,14:00:19,ABUD/vi_irdc,320/1024,2023,1,14,320,1024,31.25
2023-01-18,14:00:19,SH40/IRDC_Share,370/384,2023,1,14,370,384,96.35
2023-01-18,18:00:20,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-18,18:00:20,ABUD/vi_irdc,320/1024,2023,1,18,320,1024,31.25
2023-01-18,18:00:20,SH40/IRDC_Share,368/384,2023,1,18,368,384,95.83
2023-01-18,22:00:17,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-18,22:00:17,ABUD/vi_irdc,448/1024,2023,1,22,448,1024,43.75
2023-01-18,22:00:17,SH40/IRDC_Share,368/384,2023,1,22,368,384,95.83
2023-01-19,10:00:18,SG2/IRDCSG,320/320,2023,1,10,320,320,100.0
2023-01-19,10:00:18,ABUD/vi_irdc,448/1024,2023,1,10,448,1024,43.75
2023-01-19,10:00:18,SH40/IRDC_Share,240/384,2023,1,10,240,384,62.5
2023-01-19,14:00:20,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-19,14:00:20,ABUD/vi_irdc,448/1024,2023,1,14,448,1024,43.75
2023-01-19,14:00:20,SH40/IRDC_Share,272/384,2023,1,14,272,384,70.83
2023-01-19,18:00:17,SG2/IRDCSG,256/320,2023,1,18,256,320,80.0
2023-01-19,18:00:17,ABUD/vi_irdc,192/1024,2023,1,18,192,1024,18.75
2023-01-19,18:00:17,SH40/IRDC_Share,328/384,2023,1,18,328,384,85.42
2023-01-19,22:00:19,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-19,22:00:19,ABUD/vi_irdc,192/1024,2023,1,22,192,1024,18.75
2023-01-19,22:00:19,SH40/IRDC_Share,328/384,2023,1,22,328,384,85.42
2023-01-20,14:00:19,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-20,14:00:19,ABUD/vi_irdc,128/1024,2023,1,14,128,1024,12.5
2023-01-20,14:00:19,SH40/IRDC_Share,136/384,2023,1,14,136,384,35.42
2023-01-20,18:00:18,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-20,18:00:18,ABUD/vi_irdc,192/1024,2023,1,18,192,1024,18.75
2023-01-20,18:00:18,SH40/IRDC_Share,136/384,2023,1,18,136,384,35.42
2023-01-20,22:00:19,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-20,22:00:19,ABUD/vi_irdc,192/1024,2023,1,22,192,1024,18.75
2023-01-20,22:00:19,SH40/IRDC_Share,104/384,2023,1,22,104,384,27.08
2023-01-21,18:00:19,SG2/IRDCSG,256/320,2023,1,18,256,320,80.0
2023-01-21,18:00:19,ABUD/vi_irdc,0/1024,2023,1,18,0,1024,0.0
2023-01-21,18:00:19,SH40/IRDC_Share,136/384,2023,1,18,136,384,35.42
2023-01-21,22:00:19,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-21,22:00:19,ABUD/vi_irdc,0/1024,2023,1,22,0,1024,0.0
2023-01-21,22:00:19,SH40/IRDC_Share,136/384,2023,1,22,136,384,35.42
2023-01-22,14:00:20,SG2/IRDCSG,256/320,2023,1,14,256,320,80.0
2023-01-22,14:00:20,ABUD/vi_irdc,0/1024,2023,1,14,0,1024,0.0
2023-01-22,14:00:20,SH40/IRDC_Share,72/384,2023,1,14,72,384,18.75
2023-01-22,18:00:20,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-22,18:00:20,ABUD/vi_irdc,0/1024,2023,1,18,0,1024,0.0
2023-01-22,18:00:20,SH40/IRDC_Share,72/384,2023,1,18,72,384,18.75
2023-01-22,22:00:20,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-22,22:00:20,ABUD/vi_irdc,0/1024,2023,1,22,0,1024,0.0
2023-01-22,22:00:20,SH40/IRDC_Share,240/384,2023,1,22,240,384,62.5
2023-01-24,10:00:18,SG2/IRDCSG,128/320,2023,1,10,128,320,40.0
2023-01-24,10:00:18,ABUD/vi_irdc,64/1024,2023,1,10,64,1024,6.25
2023-01-24,10:00:18,SH40/IRDC_Share,240/384,2023,1,10,240,384,62.5
2023-01-24,14:00:18,SG2/IRDCSG,128/320,2023,1,14,128,320,40.0
2023-01-24,14:00:18,ABUD/vi_irdc,64/1024,2023,1,14,64,1024,6.25
2023-01-24,14:00:18,SH40/IRDC_Share,240/384,2023,1,14,240,384,62.5
2023-01-24,18:00:18,SG2/IRDCSG,128/320,2023,1,18,128,320,40.0
2023-01-24,18:00:18,ABUD/vi_irdc,64/1024,2023,1,18,64,1024,6.25
2023-01-24,18:00:18,SH40/IRDC_Share,240/384,2023,1,18,240,384,62.5
2023-01-24,22:00:17,SG2/IRDCSG,128/320,2023,1,22,128,320,40.0
2023-01-24,22:00:17,ABUD/vi_irdc,64/1024,2023,1,22,64,1024,6.25
2023-01-24,22:00:17,SH40/IRDC_Share,240/384,2023,1,22,240,384,62.5
2023-01-25,10:00:18,SG2/IRDCSG,192/320,2023,1,10,192,320,60.0
2023-01-25,10:00:18,ABUD/vi_irdc,128/1024,2023,1,10,128,1024,12.5
2023-01-25,10:00:18,SH40/IRDC_Share,232/384,2023,1,10,232,384,60.42
2023-01-25,14:00:19,SG2/IRDCSG,128/320,2023,1,14,128,320,40.0
2023-01-25,14:00:19,ABUD/vi_irdc,128/1024,2023,1,14,128,1024,12.5
2023-01-25,14:00:19,SH40/IRDC_Share,232/384,2023,1,14,232,384,60.42
2023-01-25,18:00:18,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-25,18:00:18,ABUD/vi_irdc,128/1024,2023,1,18,128,1024,12.5
2023-01-25,18:00:18,SH40/IRDC_Share,296/384,2023,1,18,296,384,77.08
2023-01-25,22:00:17,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-25,22:00:17,ABUD/vi_irdc,128/1024,2023,1,22,128,1024,12.5
2023-01-25,22:00:17,SH40/IRDC_Share,296/384,2023,1,22,296,384,77.08
2023-01-26,14:00:19,SG2/IRDCSG,320/320,2023,1,14,320,320,100.0
2023-01-26,14:00:19,ABUD/vi_irdc,64/1024,2023,1,14,64,1024,6.25
2023-01-26,14:00:19,SH40/IRDC_Share,168/384,2023,1,14,168,384,43.75
2023-01-26,18:00:22,SG2/IRDCSG,320/320,2023,1,18,320,320,100.0
2023-01-26,18:00:22,ABUD/vi_irdc,256/1024,2023,1,18,256,1024,25.0
2023-01-26,18:00:22,SH40/IRDC_Share,136/384,2023,1,18,136,384,35.42
2023-01-26,22:00:19,SG2/IRDCSG,320/320,2023,1,22,320,320,100.0
2023-01-26,22:00:19,ABUD/vi_irdc,192/1024,2023,1,22,192,1024,18.75
2023-01-26,22:00:19,SH40/IRDC_Share,136/384,2023,1,22,136,384,35.42
2023-01-27,10:00:19,SG2/IRDCSG,192/320,2023,1,10,192,320,60.0
2023-01-27,10:00:19,ABUD/vi_irdc,0/1024,2023,1,10,0,1024,0.0
2023-01-27,10:00:19,SH40/IRDC_Share,136/384,2023,1,10,136,384,35.42
2023-01-27,14:00:18,SG2/IRDCSG,256/320,2023,1,14,256,320,80.0
2023-01-27,14:00:18,ABUD/vi_irdc,0/1024,2023,1,14,0,1024,0.0
2023-01-27,14:00:18,SH40/IRDC_Share,104/384,2023,1,14,104,384,27.08
2023-01-27,18:00:18,SG2/IRDCSG,256/320,2023,1,18,256,320,80.0
2023-01-27,18:00:18,ABUD/vi_irdc,64/1024,2023,1,18,64,1024,6.25
2023-01-27,18:00:18,SH40/IRDC_Share,104/384,2023,1,18,104,384,27.08
2023-01-27,22:00:19,SG2/IRDCSG,256/320,2023,1,22,256,320,80.0
2023-01-27,22:00:19,ABUD/vi_irdc,128/1024,2023,1,22,128,1024,12.5
2023-01-27,22:00:19,SH40/IRDC_Share,296/384,2023,1,22,296,384,77.08
2023-01-28,10:00:19,SG2/IRDCSG,256/320,2023,1,10,256,320,80.0
2023-01-28,10:00:19,ABUD/vi_irdc,128/1024,2023,1,10,128,1024,12.5
